collision_type,recommended_action,order_number,client_name,property_address,existing_order_id,existing_order_number,existing_client_name,source_file,source_row
exact_existing_order_number,skip_existing,2025186,Farmers & Merchants State Bank,2915 Glendale Avenue,4d5e1180-9251-487e-9d2f-d530eebf552f,2025186,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,59
exact_existing_order_number,skip_existing,2025187,Farmers & Merchants State Bank,847 W Alexis Road,35a87eb1-8614-4222-9adf-4d9c994514d0,2025187,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,60
exact_existing_order_number,skip_existing,2025190,Fair Rental Values,501 Palisades Drive,b2800416-a51a-4465-a033-cb76050f1b70,2025190,Fair Rental Values,falcon_2025_orders_enriched_review.csv,61
exact_existing_order_number,skip_existing,2025191,Fair Rental Values,408 Main Street,9af68fce-2f87-4133-935a-2b8d546c1a14,2025191,Fair Rental Values,falcon_2025_orders_enriched_review.csv,62
exact_existing_order_number,skip_existing,2025192,Metamora State Bank,5079 Monroe Street,4c4baa96-e688-43d8-a2ad-57778136654c,2025192,Metamora State Bank,falcon_2025_orders_enriched_review.csv,63
exact_existing_order_number,skip_existing,2025193,Union Bank,7250 Avenue Road,8b75079c-e8e8-44b8-aebc-b64e7f745dda,2025193,The Union Bank Company,falcon_2025_orders_enriched_review.csv,64
exact_existing_order_number,skip_existing,2025194,David Lenavitt,2621 Forestvale Road,19dd7045-f7d3-4bb1-bb6a-5f0a816a2033,2025194,David Lenavitt,falcon_2025_orders_enriched_review.csv,65
exact_existing_order_number,skip_existing,2025195,David Lenavitt,4435 Miner Road,b276c3a8-2c2a-4cd8-a2d4-1d8f560806cb,2025195,David Lenavitt,falcon_2025_orders_enriched_review.csv,66
exact_existing_order_number,skip_existing,2025196,Richwood Banking Company,1414 S Bryne Road,cbf30de4-68fe-49dd-8a95-978716beec63,2025196,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,67
exact_existing_order_number,skip_existing,2025197,Buckeye Community Bank,203 & 205 W 5th Street,593c0810-5592-4ab9-ae13-138e11c327ae,2025197,Buckeye Community Bank,falcon_2025_orders_enriched_review.csv,68
exact_existing_order_number,skip_existing,2025198,Buckeye Community Bank,201 W 5th Street,ab7111b7-0231-4193-8de4-e9f3959cd57c,2025198,Buckeye Community Bank,falcon_2025_orders_enriched_review.csv,69
exact_existing_order_number,skip_existing,2025200,Old Fort Bank,621 & 631 Bright Road,317e3cae-be18-4eaf-8d3e-dbe84927daf4,2025200,Old Fort Bank,falcon_2025_orders_enriched_review.csv,70
exact_existing_order_number,skip_existing,2025201,Matt & Michelle Cleland,10555 Ramm Road,7d94d346-48e8-4d48-a6ff-d54a677c7678,2025201,Matt & Michelle Cleland,falcon_2025_orders_enriched_review.csv,71
exact_existing_order_number,skip_existing,2025202,3516 Granite Circle LLC,3516 Granite Circle,3cce971b-3b9b-4ddd-9494-54ca433a1daa,2025202,3516 Granite Circle LLC,falcon_2025_orders_enriched_review.csv,72
exact_existing_order_number,skip_existing,2025203,"3434 Granite Circle, LLC",3434 Granite Circle,defa35d4-7e81-4cd6-bcdd-40c4cc304912,2025203,"3434 Granite Circle, LLC",falcon_2025_orders_enriched_review.csv,73
exact_existing_order_number,skip_existing,2025204,KEMBA Financial Credit Union,660 S Diamond Street,8720b874-62b1-4817-be71-74189826c213,2025204,KEMBA Financial Credit Union,falcon_2025_orders_enriched_review.csv,74
exact_existing_order_number,skip_existing,2025206,Union Bank,14 Property Portfolio,d1d57a07-df56-4402-903b-58a35136d93f,2025206,The Union Bank Company,falcon_2025_orders_enriched_review.csv,75
exact_existing_order_number,skip_existing,2025207,Farmers & Merchants State Bank,613 Phillips Avenue,1c4d60df-6721-463f-9825-dbc8768baed4,2025207,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,76
exact_existing_order_number,skip_existing,2025208,Genoa Banking Company,1346 E Broadway Street,17ae3869-f532-4b5f-bd71-861b32268528,2025208,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,77
exact_existing_order_number,skip_existing,2025209,Union Bank,Co Rd 7,9dd1f1a9-1667-420d-8e9e-efa67c393900,2025209,The Union Bank Company,falcon_2025_orders_enriched_review.csv,78
exact_existing_order_number,skip_existing,2025210,Sherwood State Bank,109 E High Street,ff3123cd-9ef4-488f-9d5b-f09bc6491ac7,2025210,Sherwood State Bank,falcon_2025_orders_enriched_review.csv,79
exact_existing_order_number,skip_existing,2025211,Premier Bank,"1825, 1835, 1855 Collingwood & 2230-2250 Monroe",02a5a7cc-0b03-4b15-ad6b-384391118c5f,2025211,Premier Bank,falcon_2025_orders_enriched_review.csv,80
exact_existing_order_number,skip_existing,2025212,Live Oak Bank,110 South Washington Street,75184ed4-e990-4df9-9c22-fa7bd6d8ae4e,2025212,Live Oak Bank,falcon_2025_orders_enriched_review.csv,81
exact_existing_order_number,skip_existing,2025213,Union Bank,17349 National Road,5ee35a85-740b-4d65-8ac7-10b50feb91d4,2025213,The Union Bank Company,falcon_2025_orders_enriched_review.csv,82
exact_existing_order_number,skip_existing,2025214,Antwerp Exchange Bank,Carlson Road,8292b82f-7d64-4f9b-b633-35fd4b6b0292,2025214,Antwerp Exchange Bank,falcon_2025_orders_enriched_review.csv,83
exact_existing_order_number,skip_existing,2025215,Semro Henry Ltd,128 E Airport Hwy,a1b3d5ea-c4ae-40ba-a8e5-3ea9166ad951,2025215,Semro Henry Ltd,falcon_2025_orders_enriched_review.csv,84
exact_existing_order_number,skip_existing,2025216,Semro Henry Ltd,106 SE Catawba Road,bd670b42-efc4-4d9f-8d5e-e559422b2270,2025216,Semro Henry Ltd,falcon_2025_orders_enriched_review.csv,85
exact_existing_order_number,skip_existing,2025217,Dr. Nadeem Khan,11707 Oak Street,c35d25f4-5a64-4a2a-8e1e-a41b9594b1c3,2025217,Dr. Nadeem Khan,falcon_2025_orders_enriched_review.csv,86
exact_existing_order_number,skip_existing,2025219,Township of Grosse Ile,Macomb Street,9487c047-f591-401e-872b-4486405d5027,2025219,Township of Grosse Ile,falcon_2025_orders_enriched_review.csv,87
exact_existing_order_number,skip_existing,2025221,Superior Credit Union,212 Brunell Street,ba42eb95-d2b9-4e25-80cb-435ae2643f0d,2025221,Superior Credit Union,falcon_2025_orders_enriched_review.csv,88
exact_existing_order_number,skip_existing,2025222,Union Bank,0 Romick Pkwy,ad998a36-63b1-49e3-9dc3-954d9792f75c,2025222,The Union Bank Company,falcon_2025_orders_enriched_review.csv,89
exact_existing_order_number,skip_existing,2025226,Metamora State Bank,557 S Raab Road,efc44e19-4316-45bb-a065-1f106f1ae1ce,2025226,Metamora State Bank,falcon_2025_orders_enriched_review.csv,90
exact_existing_order_number,skip_existing,2025228,All Western Mortgage,7757 E US Hwy 223,ef8b6e5c-f2bf-44b5-89ed-7a44170f297c,2025228,All Western Mortgage,falcon_2025_orders_enriched_review.csv,91
exact_existing_order_number,skip_existing,2025229,Farmers State Bank,1010 New York Avenue,2539dd26-4295-4219-bc5b-3815e7e708fe,2025229,Farmers State Bank,falcon_2025_orders_enriched_review.csv,92
exact_existing_order_number,skip_existing,2025230,Farmers State Bank,1101 Cherry Street,6de3c200-e0a8-4ca1-87d5-2dab51ab84f2,2025230,Farmers State Bank,falcon_2025_orders_enriched_review.csv,93
exact_existing_order_number,skip_existing,2025231,Old Fort Bank,205 W Railroad Street,0139382b-82fc-4aa7-856e-8e481be874d7,2025231,Old Fort Bank,falcon_2025_orders_enriched_review.csv,94
exact_existing_order_number,skip_existing,2025232,Richwood Banking Company,130 S Main Street,14e0b8bb-2b8f-4c85-b49c-4e011e6a55f3,2025232,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,95
exact_existing_order_number,skip_existing,2025233,Richwood Banking Company,9760 Mount Gilead Road,e7159566-4006-423f-8f71-199284f8ec51,2025233,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,96
exact_existing_order_number,skip_existing,2025235,Peter Dewhirst,1280 Conant Street,493bc6b4-3701-4835-8b1b-c3e68a658a07,2025235,Peter Dewhirst,falcon_2025_orders_enriched_review.csv,97
exact_existing_order_number,skip_existing,2025236,Huntington National Bank,1424 W Sylvania Avenue,f5f4a612-d0d3-43be-90b7-4d2a39954d6a,2025236,Huntington National Bank,falcon_2025_orders_enriched_review.csv,98
exact_existing_order_number,skip_existing,2025237,Community Choice Credit Union,23111 21 Mile Road,4b4ce8e9-1f6c-4028-a643-aee9404e3055,2025237,Community Choice Credit Union,falcon_2025_orders_enriched_review.csv,99
exact_existing_order_number,skip_existing,2025238,State Bank & Trust Co.,2010 Spencerville Road,aa7710fa-94cb-45f3-ac70-6a825dc3e1cc,2025238,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,100
exact_existing_order_number,skip_existing,2025239,Metamora State Bank,38 N Michigan Street,e9e01993-3d8d-4adf-b260-7baf66fc284b,2025239,Metamora State Bank,falcon_2025_orders_enriched_review.csv,101
exact_existing_order_number,skip_existing,2025240,Croghan Colonial Bank,6660 Fritchie Road,b10cc862-fa5b-4aa5-954d-15b4b5138a88,2025240,Croghan Colonial Bank,falcon_2025_orders_enriched_review.csv,102
exact_existing_order_number,skip_existing,2025241,Superior Credit Union,6510 & 6520 Brint Road,7941a8f6-87d5-4759-9b33-1ba8d01a1458,2025241,Superior Credit Union,falcon_2025_orders_enriched_review.csv,103
exact_existing_order_number,skip_existing,2025242,Celtic Bank,4565 Elida Road,0603dce2-ac04-4c23-a753-356ad3910121,2025242,Celtic Bank,falcon_2025_orders_enriched_review.csv,104
exact_existing_order_number,skip_existing,2025243,Catholic Order of Foresters,200 E. Union Street,b8e38eb9-a209-427a-8d49-bd9e4d9d3a53,2025243,Catholic Order of Foresters,falcon_2025_orders_enriched_review.csv,105
exact_existing_order_number,skip_existing,2025244,Huntington National Bank,880 Shawnee Road,2ae32455-e529-44b8-b8d2-2124f5634c86,2025244,Huntington National Bank,falcon_2025_orders_enriched_review.csv,106
exact_existing_order_number,skip_existing,2025246,Citizens National Bank,State Route 81,751d5c3c-6d47-4d03-bb2d-397d1d905cd7,2025246,Citizens National Bank,falcon_2025_orders_enriched_review.csv,107
exact_existing_order_number,skip_existing,2025247,Richwood Banking Company,Middle Ridge Road & Baumhart Road,c485faf6-8b40-45e0-bf80-a2bea790703a,2025247,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,108
exact_existing_order_number,skip_existing,2025248,Steve Harmon,152 Hickory Street,124af91c-0aa1-4525-ae8e-cdecb50d5663,2025248,Steve Harmon,falcon_2025_orders_enriched_review.csv,109
exact_existing_order_number,skip_existing,2025249,Steve Harmon,1915 Indian Wood Circle,c28c0215-4eb2-4f78-8255-2a3a0a893c7d,2025249,Steve Harmon,falcon_2025_orders_enriched_review.csv,110
exact_existing_order_number,skip_existing,2025250,Richwood Banking Company,10596 Allen Road,615bfe43-09a2-4a6b-a06f-e05f5ca0e9b3,2025250,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,111
exact_existing_order_number,skip_existing,2025251,Superior Credit Union,316-320 S Collett Street,ff5c127c-d850-43cb-a6f0-e6ec8b06e9fe,2025251,Superior Credit Union,falcon_2025_orders_enriched_review.csv,112
exact_existing_order_number,skip_existing,2025253,Fair Rental Values,20700 Pacific Coast Hwy,d49f121c-6287-43bb-afdd-ce8ff1a38204,2025253,Fair Rental Values,falcon_2025_orders_enriched_review.csv,113
exact_existing_order_number,skip_existing,2025254,Fair Rental Values,20710 Pacific Coast Hwy,84842281-6af7-43f8-b7b0-231c6c2f379a,2025254,Fair Rental Values,falcon_2025_orders_enriched_review.csv,114
exact_existing_order_number,skip_existing,2025255,Farmers & Merchants State Bank,3115 & 3121 W Bancroft Street,27e9ad4e-2f50-4bf9-aa5b-154690cffbe9,2025255,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,115
exact_existing_order_number,skip_existing,2025256,Genoa Banking Company,323 Garrison Street,98afa743-14db-4416-b0b0-881244d7c39b,2025256,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,116
exact_existing_order_number,skip_existing,2025261,Genoa Banking Company,501 W Oak Street & 209 N Benton Street,6071adda-98b3-4e55-9c52-f869ababa041,2025261,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,117
exact_existing_order_number,skip_existing,2025262,Union Bank,1770 Shawnee Road,534a7c24-f49d-4f6e-a92e-eeea425c498d,2025262,The Union Bank Company,falcon_2025_orders_enriched_review.csv,118
exact_existing_order_number,skip_existing,2025263,First National Bank of America,320 Pearl Street,2218bbf2-9c42-45bc-b4a5-68df1b6ef2a9,2025263,First National Bank of America,falcon_2025_orders_enriched_review.csv,119
exact_existing_order_number,skip_existing,2025264,Genoa Banking Company,14798 Sand Ridge Road,7b717b7c-9806-48aa-bd81-9682948b0400,2025264,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,120
exact_existing_order_number,skip_existing,2025267,Community Choice Credit Union,8864 Schaefer Hwy,f2ae0c38-d7dd-4df9-af69-6ed7e93d81f5,2025267,Community Choice Credit Union,falcon_2025_orders_enriched_review.csv,121
exact_existing_order_number,skip_existing,2025268,State Bank & Trust Co.,400 & 450 Freedom Drive,03803333-6f4c-4ce9-8241-e3d96327cc46,2025268,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,122
exact_existing_order_number,skip_existing,2025269,Richwood Banking Company,1001 Mt Vernon Avenue,1e142460-67f7-4eb4-8ce7-362846b733de,2025269,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,123
exact_existing_order_number,skip_existing,2025270,Richwood Banking Company,5 SFR Portfolio,25b84b93-fa63-4173-9baf-37c45bc5c700,2025270,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,124
exact_existing_order_number,skip_existing,2025271,Richwood Banking Company,328 S Seffner Ave & 562-568 Mt Vernon Ave,74c0c528-05f9-4ff4-a38b-c23aa1d47a50,2025271,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,125
exact_existing_order_number,skip_existing,2025272,Richwood Banking Company,282-286 S State Street & 493 E Church Street,8c3a547d-e4b3-4f47-a736-173b963a26cd,2025272,Richwood Banking Company,falcon_2025_orders_enriched_review.csv,126
exact_existing_order_number,skip_existing,2025276,Semro Henry Ltd,State Route 65,4752127d-39be-42a3-87db-dc563d90ffa4,2025276,Semro Henry Ltd,falcon_2025_orders_enriched_review.csv,127
exact_existing_order_number,skip_existing,2025277,Union Bank,8287 Co Rd 330,bebc831c-598d-4b47-aa5c-b697d8dd9443,2025277,The Union Bank Company,falcon_2025_orders_enriched_review.csv,128
exact_existing_order_number,skip_existing,2025278,Genoa Banking Company,2213 NE Catawba Road,cdb7d67f-ab1b-4353-b565-080cad893d6d,2025278,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,129
exact_existing_order_number,skip_existing,2025279,Genoa Banking Company,2263 NE Catawba Road,4d1209af-39b0-4963-8f6f-0be800fced3f,2025279,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,130
exact_existing_order_number,skip_existing,2025280,Union Bank,10 SFR Portfolio,9bae5df6-9c0a-4c68-b25b-1601baa37863,2025280,The Union Bank Company,falcon_2025_orders_enriched_review.csv,131
exact_existing_order_number,skip_existing,2025281,Union Bank,1601 Rebecca Drive,52240acc-c216-46ed-8055-4e239c7cb8ee,2025281,The Union Bank Company,falcon_2025_orders_enriched_review.csv,132
exact_existing_order_number,skip_existing,2025282,Fair Rental Values,54950 Pine Crest Avenue,62243897-2fb6-4ada-95d8-6cdc31ef7a5e,2025282,Fair Rental Values,falcon_2025_orders_enriched_review.csv,133
exact_existing_order_number,skip_existing,2025283,Union Bank,1678-1684 Whetstone Street,080e7dc1-db59-4eb9-98b3-a5d2d3876242,2025283,The Union Bank Company,falcon_2025_orders_enriched_review.csv,134
exact_existing_order_number,skip_existing,2025284,Union Bank,1069 Klotz Road,c9f19775-4b81-4205-afc6-09f27ea025e6,2025284,The Union Bank Company,falcon_2025_orders_enriched_review.csv,135
